Wilayah,GunaLahan,LuasLahan,PersentaseLokal,FaktorPengali,IntensitasHujan,DebitLimpasanExisting
Gosara,Zona Perumahan,"13,921","0,06271899042","0,950","51,19","3,008309796"
Gosara,Zona Badan Jalan,"2,375","0,01069800425","0,700","51,19","0,4817426648"
Bumijaya,Zona Pengelolaan Persampahan,"0,000",0,"0,500","51,19",0
Bumijaya,Zona Badan Air,"0,507","0,003908480033","0,500","51,19","0,01101562885"
Bumijaya,Zona Kawasan Peruntukan Industri,"0,000",0,"0,800","51,19",0
Bumijaya,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","51,19",0
Bumijaya,Zona Perdagangan dan Jasa,"0,602","0,004643745393","0,950","51,19","0,0826631871"
Bumijaya,Zona Perkantoran,"0,602","0,004643745393","0,950","51,19","0,1070706656"
Bumijaya,Zona Perkebunan Rakyat,"0,000",0,"0,800","51,19",0
Bumijaya,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","51,19",0
Bumijaya,Zona Pertanian,"98,745","0,7615114696","0,560","51,19","6,541160708"
Bumijaya,Zona Peruntukan Lainnya,"0,000",0,"0,600","51,19",0
Bumijaya,Zona Ruang Terbuka Hijau,"8,626","0,06652457919","0,600","51,19","0,4217907505"
Bumijaya,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","51,19",0
Bumijaya,Zona Sarana Pelayanan Umum,"0,421","0,003249346827","0,950","51,19","0,06964351545"
Bumijaya,Zona Perumahan,"18,559","0,1431281818","0,950","51,19","4,743157989"
Bumijaya,Zona Badan Jalan,"1,607","0,01239045179","0,700","51,19","0,2787181872"
Pulo,Zona Pengelolaan Persampahan,"0,000",0,"0,500","51,19",0
Pulo,Zona Badan Air,"1,686","0,003036235902","0,500","51,19","0,04771566991"
Pulo,Zona Kawasan Peruntukan Industri,"0,000",0,"0,800","51,19",0
Pulo,Zona Pembangkitan Tenaga Listrik,"1,686","0,003036235902","0,800","51,19","0,2993734172"
Pulo,Zona Perdagangan dan Jasa,"0,286","0,0005157619217","0,950","51,19","0,04503968284"
Pulo,Zona Perkantoran,"0,077","0,0001389566045","0,950","51,19","0,01450709431"
Pulo,Zona Perkebunan Rakyat,"0,000",0,"0,800","51,19",0
Pulo,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","51,19",0
Pulo,Zona Pertanian,"414,571","0,7464553943","0,560","51,19","24,79714434"
Pulo,Zona Peruntukan Lainnya,"1,000","0,00180001799","0,600","51,19","0,06936459533"
Pulo,Zona Ruang Terbuka Hijau,"61,785","0,1112464108","0,600","51,19","2,744716243"
Pulo,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","51,19",0
Pulo,Zona Sarana Pelayanan Umum,"4,124","0,007424967686","0,950","51,19","0,5956787815"
Pulo,Zona Perumahan,"61,708","0,111108954","0,950","51,19","14,54447115"
Pulo,Zona Badan Jalan,"8,462","0,01523706484","0,700","51,19","1,567414157"
Singamerta,Zona Pengelolaan Persampahan,"0,000",0,"0,500","51,19",0
Singamerta,Zona Badan Air,"0,000",0,"0,500","51,19",0
Singamerta,Zona Kawasan Peruntukan Industri,"0,162","0,0009255439003","0,800","51,19","0,02927156178"
Singamerta,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","51,19",0
Singamerta,Zona Perdagangan dan Jasa,"1,418","0,008103582306","0,950","51,19","0,2356450958"
Singamerta,Zona Perkantoran,"0,368","0,00210193683","0,950","51,19","0,07624334228"
Singamerta,Zona Perkebunan Rakyat,"0,000",0,"0,800","51,19",0
Singamerta,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","51,19",0
Singamerta,Zona Pertanian,"106,519","0,6086358572","0,560","51,19","6,528578012"
Singamerta,Zona Peruntukan Lainnya,"4,904","0,02801906698","0,600","51,19","0,4287078154"
Singamerta,Zona Ruang Terbuka Hijau,"21,230","0,1213061941","0,600","51,19","0,7738811075"
Singamerta,Zona Ruang Terbuka Non Hijau,"0,562","0,003210962929","0,700","51,19","0,05489293431"
Singamerta,Zona Sarana Pelayanan Umum,"1,836","0,01049326494","0,950","51,19","0,3014467035"
Singamerta,Zona Perumahan,"29,387","0,1679147897","0,950","51,19","6,087843422"
Singamerta,Zona Badan Jalan,"8,626","0,04928880112","0,700","51,19","1,393065505"
Ciruas,Zona Pengelolaan Persampahan,"0,000",0,"0,500","51,19",0
Ciruas,Zona Badan Air,"0,000",0,"0,500","51,19",0
Ciruas,Zona Kawasan Peruntukan Industri,"0,000",0,"0,800","51,19",0
Ciruas,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","51,19",0
Ciruas,Zona Perdagangan dan Jasa,"0,109","0,001348778681","0,950","51,19","0,01852090833"
Ciruas,Zona Perkantoran,"0,039","0,0004859606226","0,950","51,19","0,006965063535"
Ciruas,Zona Perkebunan Rakyat,"0,000",0,"0,800","51,19",0
Ciruas,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","51,19",0
Ciruas,Zona Pertanian,"63,861","0,7879239415","0,560","51,19","4,322170452"
Ciruas,Zona Peruntukan Lainnya,"0,000",0,"0,600","51,19",0
Ciruas,Zona Ruang Terbuka Hijau,"1,718","0,02119688381","0,600","51,19","0,09460002922"
Ciruas,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","51,19",0
Ciruas,Zona Sarana Pelayanan Umum,"0,205","0,002535246536","0,950","51,19","0,02954013752"
Ciruas,Zona Perumahan,"13,951","0,172132773","0,950","51,19","2,927843041"
Ciruas,Zona Badan Jalan,"1,165","0,01437641585","0,700","51,19","0,2039552591"
Cigelam,Zona Pengelolaan Persampahan,"0,000",0,"0,500","51,19",0
Cigelam,Zona Badan Air,"0,000",0,"0,500","51,19",0
Cigelam,Zona Kawasan Peruntukan Industri,"0,000",0,"0,800","51,19",0
Cigelam,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","51,19",0
Cigelam,Zona Perdagangan dan Jasa,"0,000",0,"0,950","51,19",0
Cigelam,Zona Perkantoran,"0,000",0,"0,950","51,19",0
Cigelam,Zona Perkebunan Rakyat,"0,000",0,"0,800","51,19",0
Cigelam,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","51,19",0
Cigelam,Zona Pertanian,"445,100","0,8827491764","0,560","51,19","25,93814933"
Cigelam,Zona Peruntukan Lainnya,"0,730","0,001447335174","0,600","51,19","0,06190938579"
Cigelam,Zona Ruang Terbuka Hijau,"13,401","0,02657826322","0,600","51,19","0,5504685192"
Cigelam,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","51,19",0
Cigelam,Zona Sarana Pelayanan Umum,"1,071","0,002123553775","0,950","51,19","0,1711833512"
Cigelam,Zona Perumahan,"27,334","0,0542105529","0,950","51,19","6,614644738"
Cigelam,Zona Badan Jalan,"16,584","0,03289111849","0,700","51,19","3,294068808"
Kadikaran,Zona Pengelolaan Persampahan,"0,000",0,"0,500","51,19",0
Kadikaran,Zona Badan Air,"0,265","0,001609459081","0,500","51,19","0,006241387545"
Kadikaran,Zona Kawasan Peruntukan Industri,"0,145","0,0008796256486","0,800","51,19","0,02562648586"
Kadikaran,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","51,19",0
Kadikaran,Zona Perdagangan dan Jasa,"0,496","0,003011384208","0,950","51,19","0,07925096796"
Kadikaran,Zona Perkantoran,"0,000",0,"0,950","51,19",0
Kadikaran,Zona Perkebunan Rakyat,"0,000",0,"0,800","51,19",0
Kadikaran,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","51,19",0
Kadikaran,Zona Pertanian,"122,225","0,7420228765","0,560","51,19","6,965284331"
Kadikaran,Zona Peruntukan Lainnya,"1,031","0,006261988987","0,600","51,19","0,08077190523"
Kadikaran,Zona Ruang Terbuka Hijau,"11,448","0,06950249033","0,600","51,19","0,5409941208"
Kadikaran,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","51,19",0
Kadikaran,Zona Sarana Pelayanan Umum,"0,425","0,002580620597","0,950","51,19","0,06577954513"
Kadikaran,Zona Perumahan,"23,152","0,1405542391","0,950","51,19","4,761674203"
Kadikaran,Zona Badan Jalan,"5,531","0,03357731553","0,700","51,19","1,023064525"
Kepandean,Zona Pengelolaan Persampahan,"0,000",0,"0,500","51,19",0
Kepandean,Zona Badan Air,"0,000",0,"0,500","51,19",0
Kepandean,Zona Kawasan Peruntukan Industri,"0,000",0,"0,800","51,19",0
Kepandean,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","51,19",0
Kepandean,Zona Perdagangan dan Jasa,"0,000",0,"0,950","51,19",0
Kepandean,Zona Perkantoran,"0,148","0,0008939475523","0,950","51,19","0,02486127225"
Kepandean,Zona Perkebunan Rakyat,"0,000",0,"0,800","51,19",0
Kepandean,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","51,19",0
Kepandean,Zona Pertanian,"118,808","0,7161307026","0,560","51,19","8,496672265"
Kepandean,Zona Peruntukan Lainnya,"0,336","0,002024448561","0,600","51,19","0,02741546014"
Kepandean,Zona Ruang Terbuka Hijau,"16,253","0,09796688084","0,600","51,19","0,6338151096"
Kepandean,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","51,19",0
Kepandean,Zona Sarana Pelayanan Umum,"1,277","0,007700121853","0,950","51,19","0,1886728098"
Kepandean,Zona Perumahan,"25,728","0,155076285","0,950","51,19","4,621463341"
Kepandean,Zona Badan Jalan,"3,353","0,0202076136","0,700","51,19","0,6432553853"
Pamong,Zona Pengelolaan Persampahan,"0,000",0,"0,500","51,19",0
Pamong,Zona Badan Air,"0,000",0,"0,500","51,19",0
Pamong,Zona Kawasan Peruntukan Industri,"0,000",0,"0,800","51,19",0
Pamong,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","51,19",0
Pamong,Zona Perdagangan dan Jasa,"0,097","0,0004152099828","0,950","51,19","0,01667930485"
Pamong,Zona Perkantoran,"0,025","0,0001079330609","0,950","51,19","0,004885616358"
Pamong,Zona Perkebunan Rakyat,"0,000",0,"0,800","51,19",0
Pamong,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","51,19",0
Pamong,Zona Pertanian,"192,685","0,8220632226","0,560","51,19","11,77512649"
Pamong,Zona Peruntukan Lainnya,"0,450","0,001921972113","0,600","51,19","0,03227293305"
Pamong,Zona Ruang Terbuka Hijau,"16,810","0,07171572356","0,600","51,19","0,7613733549"
Pamong,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","51,19",0
Pamong,Zona Sarana Pelayanan Umum,"0,604","0,00257720869","0,950","51,19","0,08298080533"
Pamong,Zona Perumahan,"19,340","0,08251165503","0,950","51,19","4,308606749"
Pamong,Zona Badan Jalan,"4,380","0,01868707501","0,700","51,19","0,7399443862"
Penggalang,Zona Pengelolaan Persampahan,"0,000",0,"0,500","51,19",0
Penggalang,Zona Badan Air,"0,000",0,"0,500","51,19",0
Penggalang,Zona Kawasan Peruntukan Industri,"0,000",0,"0,800","51,19",0
Penggalang,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","51,19",0
Penggalang,Zona Perdagangan dan Jasa,"0,000",0,"0,950","51,19",0
Penggalang,Zona Perkantoran,"0,020","0,00006211379502","0,950","51,19","0,003495929537"
Penggalang,Zona Perkebunan Rakyat,"0,000",0,"0,800","51,19",0
Penggalang,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","51,19",0
Penggalang,Zona Pertanian,"269,230","0,8479750222","0,560","51,19","17,29075461"
Penggalang,Zona Peruntukan Lainnya,"1,586","0,004995726982","0,600","51,19","0,1172314807"
Penggalang,Zona Ruang Terbuka Hijau,"15,620","0,0491982971","0,600","51,19","0,5834506729"
Penggalang,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","51,19",0
Penggalang,Zona Sarana Pelayanan Umum,"0,410","0,001292683013","0,950","51,19","0,05633012099"
Penggalang,Zona Perumahan,"26,119","0,08226640565","0,950","51,19","5,309470721"
Penggalang,Zona Badan Jalan,"4,512","0,01420975127","0,700","51,19","0,8512103864"
Pelawad,Zona Pengelolaan Persampahan,"0,000",0,"0,500","51,19",0
Pelawad,Zona Badan Air,"0,000",0,"0,500","51,19",0
Pelawad,Zona Kawasan Peruntukan Industri,"0,000",0,"0,800","51,19",0
Pelawad,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","51,19",0
Pelawad,Zona Perdagangan dan Jasa,"1,477","0,03274894335","0,950","51,19","0,3076470501"
Pelawad,Zona Perkantoran,"0,072","0,001599340704","0,950","51,19","0,0136303799"
Pelawad,Zona Perkebunan Rakyat,"1,829","0,040535861","0,800","51,19","0,1368117094"
Pelawad,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","51,19",0
Pelawad,Zona Pertanian,"6,038","0,1338485695","0,560","51,19","0,3961198739"
Pelawad,Zona Peruntukan Lainnya,"0,000",0,"0,600","51,19",0
Pelawad,Zona Ruang Terbuka Hijau,"8,803","0,1951470184","0,600","51,19","0,4426671346"
Pelawad,Zona Ruang Terbuka Non Hijau,"0,077","0,001703300857","0,700","51,19","0,006661994268"
Pelawad,Zona Sarana Pelayanan Umum,"0,323","0,007169182359","0,950","51,19","0,04859465334"
Pelawad,Zona Perumahan,"24,942","0,5529441238","0,950","51,19","5,69451165"
Pelawad,Zona Badan Jalan,"1,547","0,03430366004","0,700","51,19","0,2861449967"
Ranjeng,Zona Pengelolaan Persampahan,"0,000",0,"0,500","51,19",0
Ranjeng,Zona Badan Air,"0,686","0,004625825001","0,500","51,19","0,02172677552"
Ranjeng,Zona Kawasan Peruntukan Industri,"0,000",0,"0,800","51,19",0
Ranjeng,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","51,19",0
Ranjeng,Zona Perdagangan dan Jasa,"1,284","0,00865365665","0,950","51,19","0,2033084247"
Ranjeng,Zona Perkantoran,"0,000",0,"0,950","51,19",0
Ranjeng,Zona Perkebunan Rakyat,"0,441","0,002972806996","0,800","51,19","0,02688218876"
Ranjeng,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","51,19",0
Ranjeng,Zona Pertanian,"48,845","0,329178474","0,560","51,19","3,303168575"
Ranjeng,Zona Peruntukan Lainnya,"0,000",0,"0,600","51,19",0
Ranjeng,Zona Ruang Terbuka Hijau,"17,671","0,1190891781","0,600","51,19","0,7914719265"
Ranjeng,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","51,19",0
Ranjeng,Zona Sarana Pelayanan Umum,"1,200","0,008084287868","0,950","51,19","0,1743900346"
Ranjeng,Zona Perumahan,"70,041","0,472017502","0,950","51,19","13,17319057"
Ranjeng,Zona Badan Jalan,"8,217","0,05537826932","0,700","51,19","1,675570398"
Cisait,Zona Pengelolaan Persampahan,"0,000",0,"0,500","51,19",0
Cisait,Zona Badan Air,"0,000",0,"0,500","51,19",0
Cisait,Zona Kawasan Peruntukan Industri,"8,922","0,02492164208","0,800","51,19","2,249106574"
Cisait,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","51,19",0
Cisait,Zona Perdagangan dan Jasa,"0,830","0,002319268747","0,950","51,19","0,1339885237"
Cisait,Zona Perkantoran,"0,078","0,0002172657014","0,950","51,19","0,01413260846"
Cisait,Zona Perkebunan Rakyat,"0,000",0,"0,800","51,19",0
Cisait,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","51,19",0
Cisait,Zona Pertanian,"183,579","0,5128041564","0,560","51,19","11,3279177"
Cisait,Zona Peruntukan Lainnya,"0,015","0,0000431314208","0,600","51,19","0,001227838862"
Cisait,Zona Ruang Terbuka Hijau,"72,828","0,2034371323","0,600","51,19","3,73384087"
Cisait,Zona Ruang Terbuka Non Hijau,"0,230","0,0006418043329","0,700","51,19","0,02076432755"
Cisait,Zona Sarana Pelayanan Umum,"3,446","0,009626062184","0,950","51,19","0,4222325774"
Cisait,Zona Perumahan,"74,733","0,2087563941","0,950","51,19","19,44949844"
Cisait,Zona Badan Jalan,"13,329","0,03723314269","0,700","51,19","2,220526437"
Sentul,Zona Pengelolaan Persampahan,"0,000",0,"0,500","51,19",0
Sentul,Zona Badan Air,"0,726","0,002367338523","0,500","51,19","0,02292885488"
Sentul,Zona Kawasan Peruntukan Industri,"24,694","0,08057411349","0,800","51,19","5,429937533"
Sentul,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","51,19",0
Sentul,Zona Perdagangan dan Jasa,"2,648","0,008641266722","0,950","51,19","0,4358567645"
Sentul,Zona Perkantoran,"0,090","0,0002923461791","0,950","51,19","0,01558362952"
Sentul,Zona Perkebunan Rakyat,"0,000",0,"0,800","51,19",0
Sentul,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","51,19",0
Sentul,Zona Pertanian,"133,419","0,4353367488","0,560","51,19","8,06123059"
Sentul,Zona Peruntukan Lainnya,"0,000",0,"0,600","51,19",0
Sentul,Zona Ruang Terbuka Hijau,"53,185","0,1735383379","0,600","51,19","2,777034375"
Sentul,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","51,19",0
Sentul,Zona Sarana Pelayanan Umum,"1,053","0,003437449766","0,950","51,19","0,1520698602"
Sentul,Zona Perumahan,"70,261","0,2292569737","0,950","51,19","18,45766452"
Sentul,Zona Badan Jalan,"20,397","0,06655542489","0,700","51,19","3,263780157"
Kendayakan,Zona Pengelolaan Persampahan,"0,000",0,"0,500","51,19",0
Kendayakan,Zona Badan Air,"0,049","0,000174459519","0,500","51,19","0,001144009566"
Kendayakan,Zona Kawasan Peruntukan Industri,"0,084","0,0003006139997","0,800","51,19","0,01473273546"
Kendayakan,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","51,19",0
Kendayakan,Zona Perdagangan dan Jasa,"5,879","0,02102938955","0,950","51,19","1,052335333"
Kendayakan,Zona Perkantoran,"0,544","0,001947441639","0,950","51,19","0,09897099092"
Kendayakan,Zona Perkebunan Rakyat,"0,000",0,"0,800","51,19",0
Kendayakan,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","51,19",0
Kendayakan,Zona Pertanian,"50,616","0,1810547061","0,560","51,19","3,227263505"
Kendayakan,Zona Peruntukan Lainnya,"0,000",0,"0,600","51,19",0
Kendayakan,Zona Ruang Terbuka Hijau,"116,832","0,4179080238","0,600","51,19","5,974167186"
Kendayakan,Zona Ruang Terbuka Non Hijau,"0,889","0,003180018157","0,700","51,19","0,06954388795"
Kendayakan,Zona Sarana Pelayanan Umum,"2,686","0,00960918374","0,950","51,19","0,3608358101"
Kendayakan,Zona Perumahan,"88,895","0,3179762477","0,950","51,19","17,81927373"
Kendayakan,Zona Badan Jalan,"13,089","0,04681991572","0,700","51,19","2,341964386"
Kragilan,Zona Pengelolaan Persampahan,"0,083","0,0002254797262","0,500","51,19","0,008114035542"
Kragilan,Zona Badan Air,"10,728","0,02922245866","0,500","51,19","0,2810878711"
Kragilan,Zona Kawasan Peruntukan Industri,"188,415","0,5132342204","0,800","51,19","32,27489744"
Kragilan,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","51,19",0
Kragilan,Zona Perdagangan dan Jasa,"13,741","0,03742852819","0,950","51,19","2,599481046"
Kragilan,Zona Perkantoran,"1,177","0,00320526065","0,950","51,19","0,2081438891"
Kragilan,Zona Perkebunan Rakyat,"0,000",0,"0,800","51,19",0
Kragilan,Zona Pertahanan dan Keamanan,"0,645","0,001756878243","0,700","51,19","0,05504108993"
Kragilan,Zona Pertanian,"9,496","0,02586702327","0,560","51,19","0,6674809342"
Kragilan,Zona Peruntukan Lainnya,"0,000",0,"0,600","51,19",0
Kragilan,Zona Ruang Terbuka Hijau,"75,200","0,204840345","0,600","51,19","2,987836362"
Kragilan,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","51,19",0
Kragilan,Zona Sarana Pelayanan Umum,"2,373","0,006465292881","0,950","51,19","0,2865506792"
Kragilan,Zona Perumahan,"45,197","0,123115016","0,950","51,19","9,735565862"
Kragilan,Zona Badan Jalan,"20,059","0,05463949696","0,700","51,19","3,691027189"
Kaserangan,Zona Pengelolaan Persampahan,"1,690","0,004457276353","0,500","54,78","0,2272255958"
Kaserangan,Zona Badan Air,"50,868","0,1341655341","0,500","54,78","1,68413655"
Kaserangan,Zona Kawasan Peruntukan Industri,"0,000",0,"0,800","54,78",0
Kaserangan,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","54,78",0
Kaserangan,Zona Perdagangan dan Jasa,"1,139","0,003005264781","0,950","54,78","0,2514613429"
Kaserangan,Zona Perkantoran,"2,123","0,005598646484","0,950","54,78","0,5023980231"
Kaserangan,Zona Perkebunan Rakyat,"0,000",0,"0,800","54,78",0
Kaserangan,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","54,78",0
Kaserangan,Zona Pertanian,"82,050","0,2164087528","0,560","54,78","6,606647854"
Kaserangan,Zona Peruntukan Lainnya,"0,000",0,"0,600","54,78",0
Kaserangan,Zona Ruang Terbuka Hijau,"197,072","0,519778926","0,600","54,78","14,46746303"
Kaserangan,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","54,78",0
Kaserangan,Zona Sarana Pelayanan Umum,"0,333","0,0008780640124","0,950","54,78","0,06465737308"
Kaserangan,Zona Perumahan,"25,906","0,06832783633","0,950","54,78","7,847216562"
Kaserangan,Zona Badan Jalan,"17,964","0,04737969914","0,700","54,78","4,751363751"
Beberan,Zona Pengelolaan Persampahan,"0,000",0,"0,500","54,78",0
Beberan,Zona Badan Air,"0,122","0,0004829788916","0,500","54,78","0,005100796485"
Beberan,Zona Kawasan Peruntukan Industri,"17,249","0,06838924069","0,800","54,78","4,781086816"
Beberan,Zona Pembangkitan Tenaga Listrik,"17,249","0,06838924069","0,800","54,78","4,317728845"
Beberan,Zona Perdagangan dan Jasa,"0,213","0,0008462239578","0,950","54,78","0,04376687828"
Beberan,Zona Perkantoran,"0,000",0,"0,950","54,78",0
Beberan,Zona Perkebunan Rakyat,"0,000",0,"0,800","54,78",0
Beberan,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","54,78",0
Beberan,Zona Pertanian,"137,405","0,5447890418","0,560","54,78","11,82012583"
Beberan,Zona Peruntukan Lainnya,"14,531","0,05761331353","0,600","54,78","1,823623759"
Beberan,Zona Ruang Terbuka Hijau,"32,840","0,1302078037","0,600","54,78","1,850284288"
Beberan,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","54,78",0
Beberan,Zona Sarana Pelayanan Umum,"0,696","0,002761238313","0,950","54,78","0,143051411"
Beberan,Zona Perumahan,"24,309","0,09638271147","0,950","54,78","7,557966007"
Beberan,Zona Badan Jalan,"7,601","0,03013820703","0,700","54,78","1,962607523"
Citerep,Zona Pengelolaan Persampahan,"0,000",0,"0,500","54,78",0
Citerep,Zona Badan Air,"0,000",0,"0,500","54,78",0
Citerep,Zona Kawasan Peruntukan Industri,"0,000",0,"0,800","54,78",0
Citerep,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","54,78",0
Citerep,Zona Perdagangan dan Jasa,"9,282","0,064379576","0,950","54,78","2,435464462"
Citerep,Zona Perkantoran,"1,577","0,01093907235","0,950","54,78","0,5044064523"
Citerep,Zona Perkebunan Rakyat,"0,000",0,"0,800","54,78",0
Citerep,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","54,78",0
Citerep,Zona Pertanian,"50,846","0,3526793869","0,560","54,78","5,28734487"
Citerep,Zona Peruntukan Lainnya,"0,642","0,004452081445","0,600","54,78","0,07007762003"
Citerep,Zona Ruang Terbuka Hijau,"26,791","0,1858283575","0,600","54,78","1,838161139"
Citerep,Zona Ruang Terbuka Non Hijau,"0,022","0,0001545785437","0,700","54,78","0,003126933035"
Citerep,Zona Sarana Pelayanan Umum,"3,926","0,0272302252","0,950","54,78","0,8662213904"
Citerep,Zona Perumahan,"43,304","0,300370378","0,950","54,78","14,60563949"
Citerep,Zona Badan Jalan,"7,780","0,05396634403","0,700","54,78","1,984964754"
Gosara,Zona Pengelolaan Persampahan,"0,000",0,"0,500","54,78",0
Gosara,Zona Badan Air,"1,847","0,008323334726","0,500","54,78","0,06049860555"
Gosara,Zona Kawasan Peruntukan Industri,"0,000",0,"0,800","54,78",0
Gosara,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","54,78",0
Gosara,Zona Perdagangan dan Jasa,"0,359","0,001618528423","0,950","54,78","0,07057638973"
Gosara,Zona Perkantoran,"0,032","0,0001451044741","0,950","54,78","0,00862176371"
Gosara,Zona Perkebunan Rakyat,"0,000",0,"0,800","54,78",0
Gosara,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","54,78",0
Gosara,Zona Pertanian,"189,588","0,854134278","0,560","54,78","16,62679227"
Gosara,Zona Peruntukan Lainnya,"0,000",0,"0,600","54,78",0
Gosara,Zona Ruang Terbuka Hijau,"13,459","0,06063430833","0,600","54,78","0,958802169"
Gosara,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","54,78",0
Gosara,Zona Sarana Pelayanan Umum,"0,383","0,001727451383","0,950","54,78","0,08098472766"
Gosara,Zona Perumahan,"13,921","0,06271899042","0,950","54,78","4,062792572"
Gosara,Zona Badan Jalan,"2,375","0,01069800425","0,700","54,78","0,570418463"
Bumijaya,Zona Pengelolaan Persampahan,"0,000",0,"0,500","54,78",0
Bumijaya,Zona Badan Air,"0,507","0,003908480033","0,500","54,78","0,01957162712"
Bumijaya,Zona Kawasan Peruntukan Industri,"0,000",0,"0,800","54,78",0
Bumijaya,Zona Pembangkitan Tenaga Listrik,"0,000",0,"0,800","54,78",0
Bumijaya,Zona Perdagangan dan Jasa,"0,602","0,004643745393","0,950","54,78","0,1308405945"
Bumijaya,Zona Perkantoran,"0,602","0,004643745393","0,950","54,78","0,1600916102"
Bumijaya,Zona Perkebunan Rakyat,"0,000",0,"0,800","54,78",0
Bumijaya,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","54,78",0
Bumijaya,Zona Pertanian,"98,745","0,7615114696","0,560","54,78","8,848777626"
Bumijaya,Zona Peruntukan Lainnya,"0,000",0,"0,600","54,78",0
Bumijaya,Zona Ruang Terbuka Hijau,"8,626","0,06652457919","0,600","54,78","0,4760186638"
Bumijaya,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","54,78",0
Bumijaya,Zona Sarana Pelayanan Umum,"0,421","0,003249346827","0,950","54,78","0,08287313739"
Bumijaya,Zona Perumahan,"18,559","0,1431281818","0,950","54,78","5,297651395"
Bumijaya,Zona Badan Jalan,"1,607","0,01239045179","0,700","54,78","0,4909836538"
Pulo,Zona Pengelolaan Persampahan,"0,000",0,"0,500","54,78",0
Pulo,Zona Badan Air,"1,686","0,003036235902","0,500","54,78","0,05847853967"
Pulo,Zona Kawasan Peruntukan Industri,"0,000",0,"0,800","54,78",0
Pulo,Zona Pembangkitan Tenaga Listrik,"1,686","0,003036235902","0,800","54,78","0,3131508856"
Pulo,Zona Perdagangan dan Jasa,"0,286","0,0005157619217","0,950","54,78","0,06497020676"
Pulo,Zona Perkantoran,"0,077","0,0001389566045","0,950","54,78","0,02061243878"
Pulo,Zona Perkebunan Rakyat,"0,000",0,"0,800","54,78",0
Pulo,Zona Pertahanan dan Keamanan,"0,000",0,"0,700","54,78",0
Pulo,Zona Pertanian,"414,571","0,7464553943","0,560","54,78","39,53003336"
Pulo,Zona Peruntukan Lainnya,"1,000","0,00180001799","0,600","54,78","0,1015758119"
Pulo,Zona Ruang Terbuka Hijau,"61,785","0,1112464108","0,600","54,78","3,70045463"
Pulo,Zona Ruang Terbuka Non Hijau,"0,000",0,"0,700","54,78",0
Pulo,Zona Sarana Pelayanan Umum,"4,124","0,007424967686","0,950","54,78","0,7783340481"
Pulo,Zona Perumahan,"61,708","0,111108954","0,950","54,78","19,23004367"
